year;province_name;general_total;illiterate_total;illiterate_ratio;literate_without_diploma_total;literate_without_diploma_ratio;primary_school_total;primary_school_ratio;primary_education_total;primary_education_ratio;lower_secondary_school_total;lower_secondary_school_ratio;upper_secondary_school_total;upper_secondary_school_ratio;universities_and_other_higher_educational_institutions_total;universities_and_other_higher_educational_institutions_ratio;master_total;master_ratio;doctorate_total;doctorate_ratio;unknown_total;unknown_ratio
2018;Adana;1649850;69399;4.21;80045;4.85;327075;19.82;233511;14.15;248157;15.04;410691;24.89;245469;14.88;21637;1.31;3992;0.24;9874;0.60
2018;Adıyaman;440671;33577;7.62;21377;4.85;80945;18.37;75623;17.16;70883;16.09;94520;21.45;57219;12.98;3991;0.91;769;0.17;1767;0.40
2018;Afyonkarahisar;557333;16768;3.01;24414;4.38;159109;28.55;88582;15.89;75755;13.59;118642;21.29;63534;11.40;5831;1.05;1291;0.23;3407;0.61
2018;Ağrı;347752;32601;9.37;43025;12.37;66728;19.19;53354;15.34;66661;19.17;49207;14.15;29596;8.51;1740;0.50;353;0.10;4487;1.29
2018;Amasya;272232;9368;3.44;12710;4.67;72131;26.50;34493;12.67;35108;12.90;63546;23.34;40111;14.73;3108;1.14;571;0.21;1086;0.40
2018;Ankara;4238964;89896;2.12;89201;2.10;690819;16.30;428692;10.11;549522;12.96;1209863;28.54;974756;23.00;140171;3.31;33831;0.80;32213;0.76
2018;Antalya;1828389;23002;1.26;70394;3.85;388436;21.24;255012;13.95;244088;13.35;471787;25.80;321905;17.61;26400;1.44;5112;0.28;22253;1.22
2018;Artvin;144979;5275;3.64;6264;4.32;32845;22.66;15914;10.98;19122;13.19;41198;28.42;21978;15.16;1495;1.03;360;0.25;528;0.36
2018;Aydın;879483;19063;2.17;43031;4.89;235359;26.76;123669;14.06;108745;12.36;195605;22.24;133656;15.20;10649;1.21;2268;0.26;7438;0.85
2018;Balıkesir;1011745;23296;2.30;43215;4.27;290738;28.74;118607;11.72;122091;12.07;236740;23.40;155825;15.40;11484;1.14;2124;0.21;7625;0.75
2018;Bilecik;179155;3630;2.03;3711;2.07;45384;25.33;24586;13.72;23491;13.11;49403;27.58;26092;14.56;1836;1.02;398;0.22;624;0.35
2018;Bingöl;205247;15991;7.79;16475;8.03;33082;16.12;35934;17.51;29067;14.16;45902;22.36;25423;12.39;1854;0.90;404;0.20;1115;0.54
2018;Bitlis;234410;17570;7.50;22374;9.54;37603;16.04;42723;18.23;41471;17.69;42355;18.07;27416;11.70;1622;0.69;356;0.15;920;0.39
2018;Bolu;250748;8604;3.43;8822;3.52;62377;24.88;30163;12.03;28900;11.53;68499;27.32;37482;14.95;3726;1.49;1072;0.43;1103;0.44
2018;Burdur;220688;5974;2.71;8636;3.91;63491;28.77;27053;12.26;26830;12.16;51360;23.27;32608;14.78;2872;1.30;709;0.32;1155;0.52
2018;Bursa;2303469;62471;2.71;63822;2.77;497343;21.59;337757;14.66;331734;14.40;591122;25.66;364581;15.83;30069;1.31;4948;0.21;19622;0.85
2018;Çanakkale;449213;6725;1.50;19393;4.32;132840;29.57;48338;10.76;50066;11.15;107610;23.96;74074;16.49;6608;1.47;1834;0.41;1725;0.38
2018;Çankırı;173771;7661;4.41;7388;4.25;46902;26.99;24223;13.94;22731;13.08;41495;23.88;20594;11.85;1558;0.90;407;0.23;812;0.47
2018;Çorum;421978;22481;5.33;28463;6.75;114231;27.07;62583;14.83;54054;12.81;83386;19.76;49576;11.75;3697;0.88;797;0.19;2710;0.64
2018;Denizli;812023;12979;1.60;36252;4.46;205745;25.34;119822;14.76;104657;12.89;194781;23.99;120809;14.88;9571;1.18;2219;0.27;5188;0.64
2018;Diyarbakır;1152283;100418;8.71;134318;11.66;158571;13.76;191305;16.60;195923;17.00;214626;18.63;140680;12.21;11442;0.99;1814;0.16;3186;0.28
2018;Edirne;346715;9499;2.74;13470;3.89;98737;28.48;40994;11.82;40509;11.68;86206;24.86;49518;14.28;4767;1.37;1532;0.44;1483;0.43
2018;Elazığ;458924;21557;4.70;37839;8.25;81947;17.86;61006;13.29;64047;13.96;113396;24.71;67432;14.69;7089;1.54;1858;0.40;2753;0.60
2018;Erzincan;188397;10295;5.46;8494;4.51;37719;20.02;22679;12.04;23933;12.70;49957;26.52;29675;15.75;2488;1.32;719;0.38;2438;1.29
2018;Erzurum;565601;36474;6.45;32412;5.73;113892;20.14;75900;13.42;85484;15.11;133003;23.52;73482;12.99;8010;1.42;2624;0.46;4320;0.76
2018;Eskişehir;700497;14057;2.01;14508;2.07;151624;21.65;72977;10.42;86097;12.29;206616;29.50;130342;18.61;14107;2.01;4140;0.59;6029;0.86
2018;Gaziantep;1352125;59669;4.41;68649;5.08;272713;20.17;286498;21.19;225107;16.65;257767;19.06;153954;11.39;13828;1.02;2417;0.18;11523;0.85
2018;Giresun;374697;20211;5.39;31964;8.53;86064;22.97;43442;11.59;47558;12.69;88015;23.49;49842;13.30;3462;0.92;936;0.25;3203;0.85
2018;Gümüşhane;131586;5665;4.31;7730;5.87;27325;20.77;16898;12.84;15408;11.71;34791;26.44;18893;14.36;1260;0.96;400;0.30;3216;2.44
2018;Hakkari;202462;14534;7.18;17215;8.50;22864;11.29;37041;18.30;31298;15.46;48702;24.05;27236;13.45;1146;0.57;141;0.07;2285;1.13
2018;Hatay;1152072;29279;2.54;81095;7.04;266498;23.13;181189;15.73;176542;15.32;236952;20.57;149513;12.98;10446;0.91;1865;0.16;18693;1.62
2018;Isparta;353945;9691;2.74;11270;3.18;83985;23.73;38404;10.85;41751;11.80;102325;28.91;56397;15.93;5746;1.62;2078;0.59;2298;0.65
2018;Mersin;1368943;33940;2.48;77550;5.66;312175;22.80;190006;13.88;193686;14.15;321767;23.50;210803;15.40;15690;1.15;2681;0.20;10645;0.78
2018;İstanbul;11363994;257709;2.27;323102;2.84;2101425;18.49;1586020;13.96;1596035;14.04;2871545;25.27;2176161;19.15;291177;2.56;52744;0.46;108076;0.95
2018;İzmir;3479458;55624;1.60;128116;3.68;766649;22.03;439453;12.63;440782;12.67;883929;25.40;662614;19.04;66623;1.91;15082;0.43;20586;0.59
2018;Kars;208430;15055;7.22;11718;5.62;42622;20.45;36167;17.35;33313;15.98;41940;20.12;22724;10.90;1730;0.83;606;0.29;2555;1.23
2018;Kastamonu;316122;18969;6.00;20995;6.64;93588;29.61;40287;12.74;35905;11.36;63965;20.23;37549;11.88;2953;0.93;730;0.23;1181;0.37
2018;Kayseri;1036857;30649;2.96;37387;3.61;223237;21.53;150804;14.54;148463;14.32;261229;25.19;157559;15.20;14596;1.41;3036;0.29;9897;0.95
2018;Kırklareli;303048;6181;2.04;7941;2.62;80194;26.46;40920;13.50;36699;12.11;80840;26.68;44813;14.79;3463;1.14;625;0.21;1372;0.45
2018;Kırşehir;186751;7096;3.80;8161;4.37;43230;23.15;22112;11.84;24500;13.12;49200;26.35;28090;15.04;2076;1.11;647;0.35;1639;0.88
2018;Kocaeli;1448925;33466;2.31;41284;2.85;262664;18.13;221651;15.30;214365;14.79;397715;27.45;244726;16.89;21712;1.50;3554;0.25;7788;0.54
2018;Konya;1656036;42374;2.56;63859;3.86;450435;27.20;266849;16.11;222612;13.44;345159;20.84;222886;13.46;23886;1.44;5594;0.34;12382;0.75
2018;Kütahya;467141;10728;2.30;25804;5.52;131242;28.09;66143;14.16;55650;11.91;109340;23.41;60510;12.95;5034;1.08;1162;0.25;1528;0.33
2018;Malatya;608133;39378;6.48;25035;4.12;111725;18.37;77068;12.67;88955;14.63;156702;25.77;95634;15.73;8145;1.34;1738;0.29;3753;0.62
2018;Manisa;1130232;28683;2.54;55229;4.89;341013;30.17;174274;15.42;141023;12.48;231288;20.46;144733;12.81;9720;0.86;1694;0.15;2575;0.23
2018;Kahramanmaraş;814316;48946;6.01;39551;4.86;167253;20.54;140322;17.23;132613;16.29;172612;21.20;95936;11.78;8430;1.04;1507;0.19;7146;0.88
2018;Mardin;542751;57281;10.55;46193;8.51;81078;14.94;94129;17.34;93377;17.20;98912;18.22;58642;10.80;3985;0.73;410;0.08;8744;1.61
2018;Muğla;774307;13209;1.71;20526;2.65;198335;25.61;96518;12.47;92870;11.99;190408;24.59;140865;18.19;11345;1.47;2525;0.33;7706;1.00
2018;Muş;264542;25721;9.72;30378;11.48;44683;16.89;46487;17.57;47306;17.88;41755;15.78;24178;9.14;1561;0.59;370;0.14;2103;0.79
2018;Nevşehir;229803;7563;3.29;8142;3.54;59571;25.92;34604;15.06;31898;13.88;54027;23.51;29290;12.75;2232;0.97;649;0.28;1827;0.80
2018;Niğde;275613;10715;3.89;10635;3.86;68896;25.00;47336;17.17;40754;14.79;60832;22.07;32127;11.66;2690;0.98;843;0.31;785;0.28
2018;Ordu;619268;40869;6.60;47128;7.61;146567;23.67;80665;13.03;83904;13.55;135206;21.83;75310;12.16;5049;0.82;1053;0.17;3517;0.57
2018;Rize;283353;10946;3.86;14505;5.12;60607;21.39;36153;12.76;39619;13.98;74889;26.43;41364;14.60;3298;1.16;748;0.26;1224;0.43
2018;Sakarya;775293;23192;2.99;22499;2.90;184634;23.81;108388;13.98;109142;14.08;204318;26.35;105289;13.58;9770;1.26;2280;0.29;5781;0.75
2018;Samsun;1041574;29303;2.81;73484;7.06;252416;24.23;147958;14.21;134514;12.91;229942;22.08;153056;14.69;12499;1.20;2785;0.27;5617;0.54
2018;Siirt;216176;21325;9.86;19842;9.18;27031;12.50;38865;17.98;38687;17.90;41068;19.00;26188;12.11;1634;0.76;385;0.18;1151;0.53
2018;Sinop;181198;8346;4.61;11564;6.38;53856;29.72;26339;14.54;21735;12.00;33465;18.47;22434;12.38;1485;0.82;455;0.25;1519;0.84
2018;Sivas;507714;30487;6.00;24342;4.79;109792;21.62;67862;13.37;69272;13.64;125612;24.74;66995;13.20;5835;1.15;1652;0.33;5865;1.16
2018;Tekirdağ;803375;13392;1.67;25871;3.22;176828;22.01;139648;17.38;113959;14.19;205603;25.59;112810;14.04;9101;1.13;1664;0.21;4499;0.56
2018;Tokat;487116;15468;3.18;40974;8.41;122310;25.11;72110;14.80;66566;13.67;101526;20.84;60523;12.42;4834;0.99;1223;0.25;1582;0.32
2018;Trabzon;641368;29363;4.58;33769;5.27;128548;20.04;68087;10.62;80744;12.59;179610;28.00;104561;16.30;9173;1.43;2613;0.41;4900;0.76
2018;Tunceli;75543;5045;6.68;3320;4.39;12897;17.07;9398;12.44;7827;10.36;21111;27.95;13936;18.45;907;1.20;205;0.27;897;1.19
2018;Şanlıurfa;1218394;132465;10.87;146441;12.02;191803;15.74;220698;18.11;229725;18.85;172696;14.17;105027;8.62;7969;0.65;1347;0.11;10223;0.84
2018;Uşak;290994;6743;2.32;14991;5.15;73628;25.30;49528;17.02;36129;12.42;66634;22.90;37509;12.89;2915;1.00;783;0.27;2134;0.73
2018;Van;733349;58180;7.93;87535;11.94;116616;15.90;133392;18.19;133377;18.19;121431;16.56;71546;9.76;6032;0.82;1328;0.18;3912;0.53
2018;Yozgat;327744;15859;4.84;17824;5.44;89754;27.39;44219;13.49;43121;13.16;72009;21.97;34968;10.67;2664;0.81;633;0.19;6693;2.04
2018;Zonguldak;487838;27997;5.74;19769;4.05;123375;25.29;66997;13.73;60772;12.46;118902;24.37;61472;12.60;4909;1.01;1100;0.23;2545;0.52
2018;Aksaray;298858;14500;4.85;12545;4.20;73906;24.73;53969;18.06;43796;14.65;59660;19.96;32699;10.94;2996;1.00;716;0.24;4071;1.36
2018;Bayburt;64776;3428;5.29;2901;4.48;13753;21.23;9534;14.72;8305;12.82;17311;26.72;7914;12.22;644;0.99;222;0.34;764;1.18
2018;Karaman;193525;4841;2.50;6515;3.37;49462;25.56;35304;18.24;26459;13.67;40901;21.13;25818;13.34;1982;1.02;446;0.23;1797;0.93
2018;Kırıkkale;227451;8345;3.67;7927;3.49;44302;19.48;26367;11.59;32741;14.39;71509;31.44;32105;14.12;2810;1.24;512;0.23;833;0.37
2018;Batman;391824;29344;7.49;33501;8.55;50183;12.81;74737;19.07;71529;18.26;76570;19.54;48508;12.38;3565;0.91;459;0.12;3428;0.87
2018;Şırnak;329759;31434;9.53;31666;9.60;41144;12.48;62357;18.91;61178;18.55;58774;17.82;36346;11.02;1776;0.54;210;0.06;4874;1.48
2018;Bartın;164637;7591;4.61;11024;6.70;41199;25.02;29612;17.99;19718;11.98;34205;20.78;18292;11.11;1455;0.88;393;0.24;1148;0.70
2018;Ardahan;77406;5373;6.94;3632;4.69;18623;24.06;12156;15.70;11448;14.79;15977;20.64;8450;10.92;705;0.91;192;0.25;850;1.10
2018;Iğdır;137615;11498;8.36;11248;8.17;21781;15.83;24758;17.99;22797;16.57;26065;18.94;16074;11.68;1114;0.81;241;0.18;2039;1.48
2018;Yalova;195711;4265;2.18;5570;2.85;40540;20.71;23701;12.11;27948;14.28;53317;27.24;33902;17.32;3159;1.61;563;0.29;2746;1.40
2018;Karabük;201366;9896;4.91;7492;3.72;44124;21.91;23907;11.87;24136;11.99;57047;28.33;30990;15.39;2474;1.23;737;0.37;563;0.28
2018;Kilis;101064;4447;4.40;5125;5.07;16819;16.64;21696;21.47;16401;16.23;21390;21.16;12636;12.50;843;0.83;226;0.22;1481;1.47
2018;Osmaniye;390602;22206;5.69;13298;3.40;73154;18.73;55463;14.20;62881;16.10;99244;25.41;57071;14.61;3758;0.96;486;0.12;3041;0.78
2018;Düzce;302399;10142;3.35;12892;4.26;67656;22.37;48645;16.09;39119;12.94;76768;25.39;41198;13.62;3319;1.10;889;0.29;1771;0.59
2018;TR;61844096;2197257;3.55;2858776;4;13032445;18;8832635;12;8695145;11;14785993;19;9754499;11;989432;1;207082;0;490832;1
2019;Adana;1667391;64192;3.85;74209;4.45;313584;18.81;151620;9.09;344889;20.68;424630;25.47;256117;15.36;23417;1.40;4132;0.25;10601;0.64
2019;Adıyaman;443356;31004;6.99;18705;4.22;73567;16.59;45474;10.26;103772;23.41;103703;23.39;60154;13.57;4366;0.98;790;0.18;1821;0.41
2019;Afyonkarahisar;561778;15507;2.76;23167;4.12;153751;27.37;58078;10.34;111698;19.88;121874;21.69;66267;11.80;6411;1.14;1298;0.23;3727;0.66
2019;Ağrı;347376;29948;8.62;38360;11.04;59151;17.03;28721;8.27;94829;27.30;58552;16.86;31268;9.00;2010;0.58;370;0.11;4167;1.20
2019;Amasya;273043;8627;3.16;11871;4.35;69740;25.54;24334;8.91;46453;17.01;64889;23.77;42010;15.39;3295;1.21;591;0.22;1233;0.45
2019;Ankara;4331344;84912;1.96;85410;1.97;676819;15.63;274256;6.33;728500;16.82;1240303;28.64;1022142;23.60;151235;3.49;34442;0.80;33325;0.77
2019;Antalya;1879581;21701;1.15;66924;3.56;378101;20.12;166570;8.86;350100;18.63;495582;26.37;341291;18.16;29524;1.57;5326;0.28;24462;1.30
2019;Artvin;142281;4836;3.40;5871;4.13;31145;21.89;11008;7.74;23010;16.17;41353;29.06;22603;15.89;1542;1.08;373;0.26;540;0.38
2019;Aydın;890381;17587;1.98;40149;4.51;227849;25.59;83520;9.38;155199;17.43;203490;22.85;140359;15.76;11780;1.32;2326;0.26;8122;0.91
2019;Balıkesir;1013266;21360;2.11;40302;3.98;281742;27.81;83154;8.21;162920;16.08;238906;23.58;161972;15.99;12611;1.24;2161;0.21;8138;0.80
2019;Bilecik;175414;3295;1.88;3412;1.95;44091;25.14;16351;9.32;29877;17.03;48612;27.71;26741;15.24;1983;1.13;410;0.23;642;0.37
2019;Bingöl;204669;13780;6.73;11284;5.51;25201;12.31;19832;9.69;44546;21.76;59493;29.07;26921;13.15;2093;1.02;420;0.21;1099;0.54
2019;Bitlis;234327;15196;6.48;18085;7.72;31230;13.33;23084;9.85;65111;27.79;51019;21.77;27625;11.79;1795;0.77;354;0.15;828;0.35
2019;Bolu;252495;7946;3.15;8364;3.31;60900;24.12;22860;9.05;37055;14.68;69933;27.70;39151;15.51;4027;1.59;1092;0.43;1167;0.46
2019;Burdur;221748;5498;2.48;8132;3.67;61726;27.84;19314;8.71;35293;15.92;52070;23.48;34702;15.65;3080;1.39;722;0.33;1211;0.55
2019;Bursa;2355278;58434;2.48;60217;2.56;484539;20.57;240370;10.21;445094;18.90;615441;26.13;386571;16.41;33157;1.41;5058;0.21;26397;1.12
2019;Çanakkale;449436;6005;1.34;17929;3.99;128561;28.60;32951;7.33;65975;14.68;109532;24.37;77259;17.19;7471;1.66;1895;0.42;1858;0.41
2019;Çankırı;156878;6864;4.38;6674;4.25;41390;26.38;14871;9.48;27000;17.21;37587;23.96;19619;12.51;1666;1.06;391;0.25;816;0.52
2019;Çorum;420099;20935;4.98;26695;6.35;110019;26.19;43965;10.47;74272;17.68;84582;20.13;51855;12.34;4090;0.97;811;0.19;2875;0.68
2019;Denizli;819254;11951;1.46;33728;4.12;199683;24.37;86174;10.52;143211;17.48;200237;24.44;125896;15.37;10569;1.29;2287;0.28;5518;0.67
2019;Diyarbakır;1174221;90577;7.71;113231;9.64;139583;11.89;97330;8.29;315661;26.88;250069;21.30;150163;12.79;12623;1.08;1873;0.16;3111;0.26
2019;Edirne;347375;8552;2.46;12250;3.53;95112;27.38;28393;8.17;53252;15.33;89521;25.77;52006;14.97;5168;1.49;1544;0.44;1577;0.45
2019;Elazığ;457129;19302;4.22;32874;7.19;73328;16.04;37550;8.21;94071;20.58;117442;25.69;70264;15.37;7583;1.66;1864;0.41;2851;0.62
2019;Erzincan;186842;9190;4.92;7504;4.02;34834;18.64;14301;7.65;32391;17.34;52370;28.03;30275;16.20;2801;1.50;715;0.38;2461;1.32
2019;Erzurum;563257;33786;6.00;29981;5.32;107814;19.14;41909;7.44;122243;21.70;137858;24.48;74442;13.22;8413;1.49;2639;0.47;4172;0.74
2019;Eskişehir;710889;13012;1.83;13735;1.93;147737;20.78;53633;7.54;109542;15.41;210675;29.64;136512;19.20;15399;2.17;4292;0.60;6352;0.89
2019;Gaziantep;1385606;56058;4.05;65290;4.71;263109;18.99;178585;12.89;352269;25.42;272494;19.67;166146;11.99;15552;1.12;2473;0.18;13630;0.98
2019;Giresun;370711;18715;5.05;29930;8.07;81702;22.04;30611;8.26;60315;16.27;88460;23.86;52673;14.21;3916;1.06;940;0.25;3449;0.93
2019;Gümüşhane;133046;5166;3.88;8009;6.02;25141;18.90;10970;8.25;19371;14.56;34588;26.00;19211;14.44;1417;1.07;389;0.29;8784;6.60
2019;Hakkari;197767;9795;4.95;10278;5.20;15342;7.76;12279;6.21;63699;32.21;57098;28.87;25906;13.10;1076;0.54;141;0.07;2153;1.09
2019;Hatay;1171078;27490;2.35;76119;6.50;258607;22.08;116094;9.91;253906;21.68;247037;21.09;158362;13.52;11638;0.99;1928;0.16;19897;1.70
2019;Isparta;356173;9051;2.54;10599;2.98;81622;22.92;26893;7.55;54975;15.43;102356;28.74;59716;16.77;6435;1.81;2149;0.60;2377;0.67
2019;Mersin;1387559;31778;2.29;72694;5.24;300430;21.65;123294;8.89;273571;19.72;333625;24.04;220726;15.91;17227;1.24;2779;0.20;11435;0.82
2019;İstanbul;11636096;244848;2.10;309118;2.66;2049896;17.62;1026840;8.82;2229541;19.16;2989401;25.69;2294398;19.72;316514;2.72;53736;0.46;121804;1.05
2019;İzmir;3520951;51780;1.47;119440;3.39;740977;21.04;288276;8.19;610206;17.33;907880;25.79;692044;19.66;73113;2.08;15468;0.44;21767;0.62
2019;Kars;206012;13956;6.77;10853;5.27;39766;19.30;19800;9.61;49664;24.11;43142;20.94;23793;11.55;1997;0.97;618;0.30;2423;1.18
2019;Kastamonu;312956;17375;5.55;19538;6.24;90078;28.78;28484;9.10;48599;15.53;65640;20.97;38049;12.16;3258;1.04;747;0.24;1188;0.38
